d1,d2,d3,diem,Toán_TB,Văn_TB,KH_TB
26,37,27,87,8.93,6.93,8.08
22,27,22,68,9.03,7.94,8.99
33,30,24,88,9.77,8.09,8.95
24,36,26,79,8.43,7.45,8.18
19,36,22,81,9.06,7.78,8.65
17,29,23,65,7.88,7.32,7.83
21,33,14,70,8.68,7.2,8.77
11,38,17,63,6.94,7.79,7.53
18,26,18,63,7.97,7.52,8.1
38,29,24,93,9.64,7.43,8.49
20,22,17,63,7.71,6.82,6.88
20,38,24,80,8.3,8,8.87
30,34,21,86,9.57,7.34,8.94
14,28,18,64,8.31,7.52,8.47
26,38,20,82,8.97,8.41,8.28
34,31,20,84,8.86,8.32,9.49
10,33,7,49,8.25,8.09,7.91
34,28,29,91,9.02,7.14,8.11
22,26,25,71,8.17,6.9,8.14
32,31,21,84,9.25,7.03,9.01
24,30,26,80,7.86,6.57,7.71
36,35,27,100,9.26,7.27,8.38
18,37,20,74,9.43,8.55,8.3
41,40,32,109,9.3,7.88,8.77
20,30,23,73,8.72,7.69,8.45
27,38,32,101,8.94,7.29,9.31
14,33,18,61,6.88,6.41,7.63
32,34,31,101,8.44,8.41,8.63
27,25,15,72,8.87,7.12,7.98
25,29,23,74,9.03,8.19,8.61
16,32,13,58,7.31,7.76,7.95
33,37,24,93,9.42,7.69,8.18
15,37,16,68,7,8.35,8.83
20,28,17,66,7.65,8.43,8.67
25,37,18,79,8.84,6.65,7.94
23,29,23,77,8,5.85,7.18
37,33,38,103,9.61,7.49,8.3
41,32,28,103,9.89,7.7,8.38
10,29,19,54,7.87,5.74,7.97
39,36,26,96,9,7.26,8.44
15,26,14,51,9.09,6.51,7.43
28,30,24,82,9.54,7.1,9.21
34,36,18,83,8.68,6.37,8.51
24,32,25,81,8.9,6.89,8.37
24,31,17,76,9.79,8.26,9.88
19,35,22,79,8.97,6.82,8.51
26,42,25,93,8.92,8.46,8.43
21,23,18,63,7.64,6.63,6.78
19,28,12,65,8.5,7.11,7.51
36,35,30,101,9.09,5.93,8.68
30,28,33,89,9.11,7,8.44
38,32,26,96,9.14,7.95,8.54
22,23,15,58,7.87,7.5,8.01
24,30,17,65,9.33,8,8.52
32,37,33,98,9.2,7.91,9.02
27,38,24,87,7.98,6.7,7.98
25,31,21,80,8.39,7.86,8.29
11,29,17,59,8.76,7.31,7.62
28,40,22,88,8.54,8.24,8.86
25,39,23,90,9.32,8.19,8.86
22,35,20,75,8.74,7.54,8.46
15,29,14,57,7.24,6.75,7.12
15,26,26,66,7.53,6.64,8.02
8,35,16,61,6.87,7.19,7.63
18,28,25,74,9.04,8.29,8.27
32,40,29,101,8.81,7.4,8.17
17,22,12,52,8.35,6.01,7.09
33,30,18,80,9.17,7.48,8.25
27,28,24,86,8.01,7.25,7.88
23,24,14,63,7.66,6.91,7.12
15,31,13,56,6.97,7.37,7.3
31,34,25,89,9.33,6.8,7.24
25,27,27,76,9.23,6.78,7.78
33,31,22,84,8.97,7.48,8.82
14,34,17,62,8.49,8,7.65
29,39,22,92,9.25,8.16,9.1
27,36,27,89,8.69,7.04,7.98
34,34,30,95,9.27,7.79,9.15
16,37,27,79,6.97,6.94,7.21
39,40,31,113,9.38,7.92,9.47
21,32,21,73,8.77,7.38,7.63
28,29,30,86,9.09,7.68,7.05
15,34,25,76,7.57,7.82,8.33
23,27,15,65,7.83,7.46,7.91
27,35,20,82,8.34,7.72,8.71
35,25,21,85,9.06,7.05,7.47
26,31,25,81,8.72,5.55,7.5
27,34,18,76,8.07,8.66,8.29
29,27,28,83,8.45,6.94,7.72
17,37,25,77,6.55,7.35,6.65
37,34,39,108,9.01,6.57,8.92
23,28,16,71,8.27,7.03,8.43
26,31,25,86,8.66,7.66,8.76
14,35,25,69,7.88,8.2,8.86
15,31,23,72,7.78,6.47,7.89
27,20,18,61,9.07,6.91,7.89
17,23,20,58,8.2,7.59,8.89
29,30,17,75,9.05,7.24,8.93
29,40,26,94,8.99,7.15,8.27
39,29,22,86,9.01,7.42,8.81
24,30,17,66,8.84,6.18,7.52
13,25,13,53,8.34,7.53,8.21
14,32,20,65,7.41,8.48,8.23
33,39,22,95,10,7.63,8.99
32,38,23,96,9.77,8.34,8.23
21,30,17,76,8.89,6.84,8.02
12,35,22,73,8.97,7.33,8.92
25,29,31,88,8.81,7.2,8.3
26,30,23,84,9.11,8.62,8.55
36,28,37,100,9.36,8.06,9.98
25,29,27,78,8.16,6.77,8.37
11,23,14,51,8.33,8.11,8.39
22,31,27,82,8.94,7.71,8.44
16,24,14,52,7.81,6.43,7.62
33,30,18,81,9.33,7.05,8.32
14,32,14,59,7.09,7.64,7.8
26,36,23,86,9.06,6.92,9.3
22,28,16,69,8.25,7.01,8.03
29,30,24,81,8.23,6.37,7.15
24,28,25,78,9.26,7.07,7.91
13,26,24,62,7.33,6.45,8.16
20,35,19,71,8.09,7.05,6.82
24,33,29,87,9.05,7.93,8.45
33,34,18,82,9.52,8.38,9.26
19,27,13,58,8.04,7.09,8.4
31,32,21,83,8.69,8.1,9.12
20,25,21,67,9.02,7.31,8.45
32,30,27,88,9.18,7.44,8.12
37,28,16,76,7.65,6.57,7.35
22,29,22,73,8.32,7.37,8.21
20,34,26,80,8.8,7.47,8.23
37,30,21,87,8.96,7.46,8.72
26,35,27,85,8.88,7.76,8.32
21,19,26,66,8.55,7.03,7.65
19,25,17,57,7.04,7.1,6.98
31,33,19,80,9.33,8.6,8.42
19,23,18,57,8.6,6.52,7.43
30,29,23,85,8.92,7.59,7.41
20,29,22,71,8.12,6.1,6.83
38,31,35,101,9.89,7.23,8.33
33,42,24,98,9.36,8.18,8.41
18,27,22,71,8.18,7.39,7.91
14,34,24,72,7.55,8.21,8.4
26,34,22,80,9.07,7.48,7.9
27,34,24,84,8.87,7.91,7.91
30,43,18,93,9.44,8.49,9.39
30,27,24,82,8.79,7.54,7.47
25,27,27,79,9.45,6.56,7.88
24,26,22,70,8.33,8.31,7.58
30,28,20,79,8.87,7.27,7.24
30,26,15,69,8.94,7.41,8.14
31,32,23,79,8.46,7.17,8.09
18,33,23,76,7.04,7.05,7.17
32,28,24,89,9.53,8.79,9.4
23,32,23,81,8.33,7.56,8.63
25,21,29,75,8.56,7.29,7.05
18,29,21,68,8.28,8.21,7.73
16,24,19,58,8.54,7.44,9.02
25,23,21,67,8.32,7.35,7.83
14,33,23,65,8.36,7.7,8.49
26,18,21,72,9.02,8.63,9.1
32,28,22,83,8.66,6.92,7.93
16,31,16,59,7.68,7.57,8.35
20,36,22,76,8.32,7.44,7.92
29,33,19,75,8.72,8.19,8.38
30,36,23,86,8.15,8.25,8.46
24,30,22,76,9.29,8.41,8.56
29,27,24,81,9.5,7.79,9.08
36,29,25,91,8.95,8.38,8.55
31,33,26,87,9.29,7.05,8.33
26,38,26,85,8.42,8.26,8.46
33,28,34,92,9.2,6.96,8.2
30,30,21,79,8.91,7.62,8.78
19,28,20,63,7.5,7.23,8.54
36,39,38,112,9.63,8,8.68
40,36,37,108,9.52,7.59,7.78
43,31,26,97,9.82,7.31,8.56
25,34,27,87,8.64,7.71,8.38
21,26,19,66,9.12,8.16,8.79
31,27,26,81,8.29,7.87,8.66
20,30,20,71,8.28,7.05,8.45
16,31,16,60,7.93,7.66,7.27
29,31,21,79,8.78,7.46,8.07
31,31,29,88,9,6.97,8.75
27,21,20,64,8.66,7.23,8.2
15,28,22,61,7.6,7.94,8.26
29,31,30,90,9.02,6.91,8.49
25,23,17,65,7.32,6.87,7.73
34,36,29,99,9.74,7.69,8.5
24,32,23,73,8.23,6.63,7.99
32,36,26,90,8.85,6.85,8.71
12,32,19,67,8.25,8.45,8.03
28,26,24,75,8.92,7.01,8.47
25,28,24,77,8.43,6.61,7.32
36,37,34,106,9.53,7.41,9.37
20,24,14,58,8.98,7.94,8.11
32,42,29,104,9.26,7.73,8.95
16,29,17,64,7.33,6.35,7.03
43,27,29,99,8.62,7.02,9.28
18,31,15,57,7.95,5.82,6.8
25,40,18,84,9.07,8,8.78
11,30,18,57,9.07,7.38,8.24
39,33,22,95,9.65,7.28,8.86
16,37,19,69,8.55,7.16,8.52
16,33,21,69,8.27,7.22,7.55
26,38,28,89,8.56,7.22,8.45
25,25,19,64,8.18,7.7,8.44
34,29,24,88,8.2,7.65,7.74
19,29,18,65,8.41,7.84,8.32
41,32,26,94,8.79,5.74,7.89
21,34,19,77,9.24,7.66,7.67
25,29,19,71,8.55,7.03,8.97
14,29,21,67,8.39,6.57,7.76
27,35,34,98,8.96,7.7,8.57
30,34,41,105,9.08,5.82,7.16
27,39,20,84,7.78,7.84,8.6
17,26,20,69,8.86,5.91,7.7
14,29,15,58,7.49,8.08,7.63
20,28,17,69,6.56,8.75,6.51
13,35,19,67,8.27,7.96,7.92
23,34,28,86,8.06,7.77,8.49
21,28,18,68,7.15,6.22,7.79
18,26,23,70,7.46,7.35,7.76
17,32,24,73,7.95,6.4,7.64
19,35,26,78,8.26,7.86,8.18
30,29,20,75,8.58,7.76,8.54
38,34,30,102,9.42,7.12,7.83
19,35,27,80,7.41,8.49,7.59
33,38,35,104,9.21,7.42,8.99
27,30,20,75,8.67,7.31,8.22
23,32,28,81,7.58,6.89,7.82
36,26,25,90,8.88,6.09,7.15
17,38,26,79,8.35,7.81,8.38
35,37,35,106,9.78,8.88,9.57
27,33,29,85,8.73,7.69,8.38
12,34,17,62,7.14,7.63,7.26
15,30,17,59,5.78,7.64,7.94
14,17,18,50,7.09,6.71,6.64
29,36,35,101,9.52,7.4,7.98
33,33,23,90,9.34,8.13,9.17
25,31,24,80,9.14,7.9,9.36
22,32,15,68,8.93,6.87,8.5
36,30,25,94,9.1,7.97,8.1
22,34,21,73,8.98,7.37,7.8
30,39,15,86,8.4,6.36,8.94
12,32,14,59,8.29,8.65,7.27
24,39,25,87,9.48,8.34,8.8
31,39,17,89,9.1,8.2,8.15
37,31,23,92,9.13,7.47,8.39
36,28,21,86,9.21,7.28,8.54
25,29,24,82,9.09,6.88,9.05
33,27,17,80,9.28,7.91,8.68
21,32,20,70,7.93,6.97,8.5
25,33,19,76,8.64,8.35,8.38
10,23,14,49,8.92,8.02,9.3
23,31,22,77,8.81,8.63,8.24
25,33,24,84,8.88,7.32,8.23
21,28,10,65,7.02,7.48,7.87
23,33,14,66,9.09,7.36,7.9
28,32,24,87,9.62,7.48,8.46
29,33,29,96,8.73,7.49,8.68
17,30,13,64,7.95,6.54,8.13
17,31,16,60,8.02,7.97,7.74
16,30,18,63,8.66,7.82,8.33
18,27,14,60,7.55,7.65,7.49
38,35,24,96,8.76,7.72,9.31
14,28,14,54,8.75,7.51,8.19
24,28,21,76,8.72,7.45,8.75
22,30,21,71,7.36,5.77,8
26,31,25,81,8.54,7.42,8.63
15,25,15,56,6.91,7.02,8.09
14,31,16,60,8.07,7.46,7.76
16,34,23,73,7.75,7.81,7.27
33,35,30,98,9.25,7.46,9.33
24,23,21,69,9.11,7.08,8.61
17,30,12,61,7.29,7.34,7.42
37,34,25,94,9.1,7.4,9.13
24,28,27,77,8.55,7.65,8.05
35,31,25,89,9.06,7.87,8.95
29,34,12,75,8.55,8.3,8.19
34,33,17,83,9.57,7.64,9.01
16,28,17,63,8.07,7.33,8.49
36,33,30,97,9.12,6.88,8.32
36,30,26,92,9.21,7.29,8.81
28,33,23,82,9.32,7.74,8.93
34,35,37,108,8.68,6.72,8.43
35,36,23,94,9.23,7.57,8.16
15,33,24,72,7.01,6.75,8.14
21,28,17,68,8.37,6.86,8.41
33,38,35,106,9.37,6.76,7.45
23,27,14,69,8.54,6.44,7.77
24,31,13,66,7.98,7.67,8.56
24,27,16,67,8.26,7.61,9.08
28,31,29,85,9.05,7.52,8.75
21,26,22,68,7.81,7.17,7.55
12,38,18,69,6.39,7.8,7.54
12,24,13,47,7.22,7.4,8.05
37,36,30,100,9.78,7.09,8.46
28,32,29,87,7.76,7.97,8.63
29,32,27,92,8.53,7.47,8.1
21,35,25,85,8.24,8.44,9.07
27,37,32,99,8.83,7.14,8.21
6,23,18,43,6.54,6.5,7.29
36,31,25,95,8.66,7.13,7.93
42,32,23,100,9.85,7.8,8.62
20,35,18,71,8.8,7.25,8.02
25,30,22,82,7.93,5.6,6.92
20,31,22,76,8.46,7.04,6.8
36,34,40,109,8.61,7.1,7.49
33,32,32,91,9.21,7.55,8.57
34,34,28,97,8.79,5.76,7.61
14,30,15,56,7.57,7.45,7.7
24,25,30,79,9.11,6.91,8.53
26,32,21,79,9.32,7.79,8.57
23,36,31,92,9.4,7.63,8.86
15,26,13,51,8.83,7.63,8.09
20,35,19,74,7.91,6.74,8.03
35,35,32,101,8.63,8.49,8.72
27,37,16,81,7.88,7.78,8.51
30,37,18,86,8.46,6.77,8.26
18,31,18,70,8.86,6.94,8.03
32,33,24,84,9.17,6.99,9.15
20,28,18,69,8.27,7.15,7.24
22,34,19,78,8.51,7.18,8.21
25,30,30,85,8.04,7.37,8.51
38,34,26,98,9.51,7.78,8.99
29,31,11,72,8.93,8.4,8.45
23,36,18,74,8.39,8.63,8.87
18,21,17,54,7.86,6.71,7.52
27,31,24,84,9.08,6.99,8.37
26,26,22,73,8.87,8.08,8.4
29,36,26,87,8.35,7.45,8.3
33,27,17,79,8.67,7.54,8.93
12,34,18,65,6.6,7.66,7.35
28,28,20,73,7.91,6.21,7.15
25,36,22,79,8.31,5.94,7.42
22,32,22,71,8.69,8.5,9.02
32,33,35,94,9.56,8.18,8.86
25,39,21,85,9.43,7.88,8.99
20,31,16,68,6.83,6.4,7.33
35,29,28,91,9.36,7.9,8.97
32,32,29,96,9.07,6.61,9.55
20,29,16,65,9.04,7.88,9.03
12,36,33,77,7.32,7.2,8.4
40,32,26,96,8.77,7.47,7.84
35,33,25,98,9.56,6.79,8.74
28,30,24,80,8.15,5.95,7.07
25,16,18,59,9.56,7.02,7.8
13,36,24,76,6.31,7.31,7.07
33,28,25,84,9.68,7.25,8.04
22,32,19,72,9.46,7.64,9.17
39,39,30,111,9.53,8.79,9.44
31,30,24,83,9.37,8.03,9.09
28,36,22,84,8.75,8.7,9.68
34,35,23,85,8.91,7.23,8.35
36,36,21,92,9.84,8.08,8.86
16,23,24,63,8.24,6.84,8.09
36,39,21,94,9.28,7.71,9.09
42,32,31,103,9.39,7.6,8.22
37,33,30,98,8.62,6.63,8.14
28,34,26,93,9.24,6.78,9.04
15,37,19,68,7.72,6.57,7.72
21,29,27,80,7.74,7.23,7.77
21,31,21,69,8.39,5.41,7.45
14,37,21,70,7.18,8.03,7.8
15,33,23,74,8,8.15,7.38
15,31,21,67,8.74,7.69,7.83
15,39,23,77,7,6.77,7.09
30,28,24,79,8.39,7.75,8.25
38,30,26,93,9.4,6.68,8.47
30,30,15,74,8.4,7.4,7.74
12,34,29,77,6.78,7.15,8.46
27,30,24,82,8.75,7.78,8.81
26,40,22,82,8.97,8.03,8.43
31,31,19,82,8.42,6.68,7.59
20,33,22,77,7.87,7.95,8.71
24,36,22,84,8.71,8.23,7.96
24,27,19,71,8.67,7.67,8.16
22,37,26,85,9.67,7.5,9.55
23,27,21,70,8.38,7.81,8.17
20,31,21,72,8.58,6.87,7.75
28,35,33,99,9.16,7.52,8.26
21,24,15,64,8.69,7.57,8.65
28,24,24,76,9.47,7.06,8.15
18,35,28,79,6.82,7.78,7.77
35,35,25,96,9.23,7.57,8.49
10,25,12,46,7.29,7.54,6.93
12,26,25,66,8.09,6.79,8.08
18,31,20,69,8.9,7.58,8.45
24,29,25,79,9.42,6.73,7.96
32,40,36,103,9.15,7.43,9.53
15,31,16,63,6.13,6.91,7.09
26,27,25,73,8.82,7.42,8.71
26,29,16,71,7.5,7.55,8.62
35,28,21,83,8.92,7.43,7.86
25,26,23,73,8.47,7.42,8.08
24,38,22,83,8.75,8.75,8.01
31,29,24,82,9.15,6.99,8.38
16,26,12,56,8.04,6.29,7.96
31,40,32,101,9.04,7.89,8.61
27,31,21,83,8.16,7.61,7.87
23,34,25,82,9.42,7.34,8.69
15,35,26,81,8.03,8.16,8.05
30,29,29,90,8.65,7.48,7.67
25,31,18,72,8.21,6.94,8.41
20,20,20,59,7.75,6.84,7.38
26,31,23,80,8.39,7.13,8.12
34,28,24,81,9.32,7.38,8.36
20,28,9,60,8.87,6.46,7.62
27,42,18,90,8.8,7.69,8.28
37,38,23,97,9.13,7.88,8.59
27,37,37,98,9.56,7.41,9.03
24,27,22,73,8.9,7.2,8.46
14,26,10,47,8.27,7.83,7.52
27,30,20,75,8.12,6.09,7.78
23,29,21,74,8.72,7.42,8.28
32,29,22,82,9.14,6.41,7.71
26,34,24,80,8.97,7.55,8.15
32,36,23,91,9.61,7.39,8.05
26,39,22,86,7.68,7.98,8.39
32,34,22,88,8.8,7.72,8.58
20,37,22,75,7.87,7.08,7.79
21,31,17,75,8.67,6.59,7.35
21,36,22,80,8.82,8.35,8.94
40,34,26,104,9.84,8.2,9.1
28,36,25,85,8.42,6.8,8.31
32,29,22,81,9.78,8.27,9.49
34,29,18,85,8.6,7.29,8.47
18,34,25,77,8.33,7.69,8.27
31,36,24,91,9.56,8.09,8.15
19,33,19,68,8.17,7,7.55
14,26,19,56,8.66,8.59,8.2
11,29,13,56,7.47,7.69,8.37
35,32,32,96,9.82,7.13,9.01
34,35,29,98,8.78,6.98,8.01
33,33,27,93,9.06,7.47,7.88
25,28,10,65,9.18,7.71,7.39
33,37,17,88,8.51,7.99,8.2
23,32,21,74,8.07,8.34,8.58
37,32,24,94,9.35,7.88,8.96
14,26,16,58,7.97,7.48,8.73
22,39,19,82,8.98,8.17,8.46
38,31,22,91,10,7.38,8.56
31,35,27,88,8.91,7.16,7.52
27,36,24,85,8.51,8.03,8.79
12,38,22,69,7.03,8.09,7.45
18,17,20,50,7.63,7.01,6.78
39,37,28,103,9.36,7.19,8.17
30,36,17,83,9.46,8.16,8.44
25,38,26,88,8.9,8.25,8.33
24,35,26,87,7.14,7.66,7.76
23,30,20,72,8.68,7.44,8.94
20,34,20,74,8.35,8.88,8.58
30,35,28,98,8.96,7.77,8.96
34,21,12,68,8.96,7.66,8.57
18,26,18,63,7.74,6.75,7.28
17,27,18,59,8.42,7.41,8.12
21,25,11,58,8.8,7.34,7.75
38,33,27,93,9,6.53,8.49
24,38,31,88,9.06,8.46,9.01
27,31,27,83,9.12,7.46,8.4
30,25,28,83,8.79,7.82,8.49
38,33,38,108,9.8,7.58,9.49
24,31,30,89,8.14,7.62,8.65
11,38,18,68,7.43,8.68,8.69
20,33,19,69,7.5,7.14,7.09
19,31,24,76,8.32,6.78,7.9
24,37,24,86,8.53,8.36,8.37
21,31,21,74,7.88,7.74,8.54
34,34,15,81,8.94,7.17,8.28
41,33,23,99,9.6,8.58,7.75
22,29,18,68,6.94,5.86,7.9
20,29,19,68,8.43,7.06,8.3
22,22,13,57,8.02,7.5,7.42
14,38,25,73,8.05,6.51,7.62
16,31,24,72,9.25,8.36,7.95
26,38,25,90,9.05,8.15,8.83
22,31,18,72,9.16,8.07,8.44
18,23,17,59,8.92,8.13,8.43
35,40,23,97,9.59,8.42,8.95
35,27,21,80,8.74,7.27,8.41
20,38,21,76,7.49,8.31,7.64
35,38,19,91,9.51,7.38,8.37
20,29,18,69,9.33,6.51,8.62
20,24,17,58,8.93,6.66,7.37
27,25,20,69,9.15,6.27,7.79
13,31,18,65,8.63,8.1,7.98
30,33,35,97,9.86,8.13,8.43
38,35,27,98,8.97,7.25,8.86
23,35,21,79,8.35,8.03,8.44
24,35,24,84,7.93,6.57,8.99
11,29,26,67,7.06,6.55,7.3
28,33,20,80,8.79,7.33,8.71
17,28,21,67,8.63,6.3,7.81
27,33,16,77,9.11,7.85,8.35
34,32,20,92,9.6,7.81,9.4
21,30,21,67,8.08,7.59,8.45
38,27,25,90,9.54,7.06,8.52
25,21,23,68,9.32,6.92,9.1
41,32,27,101,9.73,7.76,7.95
15,33,21,70,7.88,5.44,8.41
28,32,25,80,8.64,6.61,8.04
35,34,23,91,9.79,8.07,9.17
38,31,18,90,9.12,7.45,8.38
16,29,15,60,7.41,8,8.09
17,28,15,63,7.78,6.4,6.69
36,35,23,95,9.29,7.09,8.87
34,28,28,88,9.2,7.44,8.59
37,34,25,95,9.58,7.8,9.05
24,32,23,78,8.97,7.21,8.29
23,32,24,83,8.8,6.91,9.29
27,30,16,75,9.19,7.67,8.82
18,28,20,70,8.25,7.78,8.5
34,34,40,107,9.26,8.43,9.46
15,22,21,56,8.57,7.9,8.84
33,37,19,92,9.45,8.04,8.88
13,33,14,57,7.83,7.03,7.99
20,33,23,73,8.37,5.94,7.82
31,28,19,82,8.76,7.4,8.4
20,29,14,65,8.55,7.78,7.77
18,26,19,63,6.65,7.16,8.04
30,31,24,82,9.13,6.91,7.62
17,23,16,60,6.68,7.33,6.41
27,32,26,84,9.39,7.51,8.78
33,32,18,86,9.51,7.85,9.22
31,31,19,83,9.21,6.77,7.65
27,30,25,79,9.32,6.75,8.43
10,30,16,58,7.87,7.34,8.1
34,35,16,83,8.58,7.51,8.26
32,30,32,88,8.63,6.99,8.87
31,32,25,89,8.61,7.48,7.95
20,29,20,70,8.55,7.63,7.74
26,34,25,83,9.13,7.42,8.54
34,31,21,89,9.54,7.68,8.44
28,29,21,81,7.08,7.19,6.93
27,26,18,66,9.23,7.61,8.3
34,32,20,80,9.1,6.58,8.43
26,34,21,83,8.17,7.85,8.42
27,31,23,79,9.51,8.21,8.25
24,33,18,74,8.81,7.56,8.06
24,25,20,73,8.75,7.97,7.69
22,31,16,69,8.23,7.26,7.43
23,34,21,72,9.22,7.07,8.12
21,33,20,76,8.01,5.76,7.68
39,29,30,100,9.49,7.1,8.61
18,36,18,73,7.41,7.47,8.25
14,13,18,48,6.95,6.51,6.98
23,35,20,72,7.96,6.49,7.83
18,32,18,67,8.72,8.9,8.38
34,31,20,84,9.2,6.66,8.41
12,32,24,69,8.72,8.2,7.99
29,37,30,93,8.63,6.55,8.85
46,24,29,99,9.21,7.71,8.76
31,26,20,80,8.98,6.74,7.64
28,31,23,86,8.62,7.24,8.19
22,34,18,71,8.01,6.65,7.55
41,31,29,100,9.05,6.74,7.49
15,32,22,65,7.67,7.36,7.44
16,29,14,59,6.58,7.07,7.41
18,34,23,76,6.91,6.27,8.1
17,36,29,83,8.61,7.83,8.97
34,34,23,93,9.2,8.06,8.23
20,26,14,58,7.82,8.01,7.62
12,29,16,61,7.96,8.1,8.14
32,30,26,86,8.33,7.82,8.58
34,34,24,91,8.47,7.42,8.28
31,34,15,83,9.41,7.02,7.68
23,34,26,85,8.66,6.42,8.45
37,22,33,93,9.48,7.12,8.11
18,38,19,72,8.09,6.7,7.66
15,30,12,58,8.03,7.52,7.86
23,29,23,74,9.13,6.81,8.83
36,36,29,100,9.58,7.88,8.65
25,39,19,87,8.31,8.41,8.39
19,25,13,55,8.68,7.25,8.02
29,31,26,91,9.9,7.34,7.92
27,33,23,81,8.87,7.89,8.43
32,32,30,94,9.44,7.63,9.03
31,30,22,86,8.67,6.68,8.32
24,26,16,65,8.35,7.68,8.39
23,33,19,71,8.42,6.77,8.05
21,32,24,72,8.64,7.82,8.53
24,25,23,71,8.34,6.82,8.23
17,33,19,68,8.53,6.32,8.74
30,31,20,78,8.35,7.39,8.56
24,34,20,80,7.52,6.33,7.97
16,25,22,62,7.09,8.37,8.02
36,27,29,89,9.69,7.02,8.36
28,35,31,95,8.92,6.89,8.57
32,34,20,85,9.26,7.54,8.93
30,30,35,94,8.71,7.09,8.71
14,33,16,61,7.92,7.84,7.89
38,33,30,103,9.22,7.77,8.93
14,29,16,57,8.05,7.66,8.11
36,39,31,111,9.73,7.58,8.55
28,31,25,87,9.14,8.86,8.35
23,30,20,71,8.17,8.12,8.31
27,31,15,71,8.14,7.94,8.63
22,26,21,75,8.82,7.36,8.32
23,34,29,87,9.28,8.02,8.08
39,34,28,98,9.18,7.05,8.33
29,31,14,73,8.39,7.19,7.53
28,29,23,75,9.36,8.2,8.67
35,36,37,110,8.99,6.41,7.6
19,29,20,65,8.06,8.34,8.2
29,34,27,90,8.66,7.84,8.16
11,28,21,62,8.08,6.87,8.69
23,39,24,85,7.4,7.67,7.84
23,36,17,78,9.18,7.53,8.45
33,33,30,95,9.26,7.83,8.85
22,35,22,80,9.37,7.06,8.37
28,34,20,82,9.15,7.77,8.53
27,29,16,69,7,6.93,7.47
14,36,21,71,8.55,6.75,7.21
26,44,22,94,9.26,9.25,8.44
26,29,15,68,8.64,7.33,8.17
36,24,18,80,8.22,7.24,8.51
22,30,19,69,8.55,6.99,8.81
33,26,27,86,8.8,7.17,8.08
35,43,31,109,9.64,7.73,9.26
21,35,14,67,8.34,6.8,8.21
35,35,26,98,9.07,7.5,9.12
30,30,20,77,8.18,6.92,8.82
36,36,26,100,10,8.3,8.4
16,34,17,68,9.15,7.95,8.36
24,36,21,80,8.81,8.27,8.67
33,39,33,103,9.71,8.62,8.28
14,33,24,70,8.34,8.21,8.42
44,27,29,99,9.24,7.91,9.49
13,27,24,63,7.14,6.92,7.85
27,30,27,83,8.12,7.1,8.11
19,29,12,59,8.79,7.44,8.03
18,26,9,56,8.29,7.06,8.01
35,26,23,83,10,7.74,7.83
16,30,15,61,8.11,6.9,7.62
38,36,28,104,9.97,7.75,8.77
27,37,22,93,9.46,7.96,8.94
27,23,20,74,9.06,7.34,8.72
15,26,25,68,7.25,6.69,7.06
27,33,20,81,8.81,8.5,8.49
25,24,12,64,8.29,7.98,8.34
21,37,17,71,8.91,8.17,8.53
35,41,26,103,8.88,7.77,8.58
22,27,9,62,8.67,7.42,8.16
40,30,27,98,8.56,7.16,8.6
10,36,15,65,6.61,7.01,7.63
31,33,27,91,8.91,6.94,8.15
28,27,20,76,10,8.46,9.35
21,25,20,70,9.01,7.57,8.46
37,31,16,83,9.58,8.22,8.63
30,32,24,87,8.98,7.41,8.22
33,29,21,85,10,7.73,7.91
37,40,22,97,9.63,8.96,8.63
31,37,33,105,9.51,7.79,8.88
29,28,28,85,9.32,7.28,8.37
22,29,13,63,9.04,8.16,8.36
28,30,20,79,8.93,7.1,8.96
27,37,23,87,8.8,7.61,7.93
26,31,20,78,8.16,7.74,8.33
35,38,31,100,8.93,8.18,8.87
32,26,23,77,8.92,6.73,8.37
31,38,37,105,8.66,8.02,9.15
20,35,28,87,9.71,8.06,8.68
19,27,28,70,8.26,7.35,8.3
22,28,21,75,8.85,7.84,8.48
37,31,19,87,8.14,6.32,7.23
27,33,23,79,8.92,7.8,8.32
18,33,31,81,7.59,7.77,8.13
31,26,31,92,9.1,6.88,9.25
23,32,28,87,8.17,7.38,8.12
24,35,25,84,9.22,8.15,8.38
24,31,25,85,9.74,7.46,8.95
15,36,16,71,7.75,7.51,8.37
26,33,25,83,8.67,7.98,8.55
16,29,16,61,8.44,7.9,8.38
21,30,20,75,8.83,7.52,7.96
17,35,20,67,8.92,7.37,8.49
20,28,22,74,8.61,8.03,8.53
18,36,19,66,8.5,8.4,7.4
19,29,20,66,6.97,8.29,6.75
20,35,23,76,9.21,7.25,8.54
17,28,17,63,7.25,6.45,7.17
22,29,14,63,8.86,8.37,8.82
32,33,31,98,9.19,7.97,8.4
34,28,27,88,9.01,7.9,8.75
31,36,31,100,8.84,7.15,8.31
27,30,20,80,9.57,8.22,9.12
12,30,15,57,7.16,7.66,7.98
32,27,30,86,9.24,7.19,8.14
34,32,28,96,8.91,7.02,9.32
25,35,22,81,8.42,8.43,8.05
33,30,23,83,8.61,7.72,8.1
26,35,23,84,8.53,6.66,7.93
20,39,26,79,8.16,8.2,8.54
30,29,25,81,9.16,6.46,8.38
14,23,19,57,7.08,7.37,6.9
31,34,23,90,8.43,7.47,8.16
33,35,41,106,9.58,6.07,7.93
14,28,23,65,8.65,7.01,7.83
18,31,22,73,8.67,7.58,8.48
